+-------------------------------------------------------------------------+--------+----------+--------+----------------+--------+------------------+
|                                  文件名                                 | 原类名 | 预测类名 | 类别1  |     概率1      | 类别2  |      概率2       |
|                          五大豪门谁具冠军相.txt                         | 08体育 |  08体育  | 01政治 | 0.445944302132 | 03国际 |  0.086738276338  |
|              【文化】【抗战】重温抗战时期 以笔为枪岁月.txt              | 09军事 |  01政治  | 03国际 | 0.257964050869 | 04文化 |  0.188904005503  |
|                      “话费劫客”侵入手机养生软件.txt                     | 05社会 |  05社会  | 06法治 | 0.149499000657 | 04文化 |  0.144102461081  |
|                   【公开赛】张宇璇击败刘畅收获冠军.txt                  | 08体育 |  08体育  | 01政治 |  0.6708080418  | 03国际 | 0.0696441189528  |
|              域名安全威胁国内网站国家域名保护锁呼之欲出.txt             | 07科技 |  03国际  | 03国际 | 0.165923232117 | 06法治 |  0.159512913156  |
|                       【《】【艺术】力量的源泉.txt                      | 04文化 |  04文化  | 04文化 | 0.195167816802 | 01政治 |  0.142657296581  |
|                         【武警】传输实时影像.txt                        | 09军事 |  06法治  | 01政治 | 0.164437359802 | 04文化 |  0.15779380982   |
|                   【机器人】上交会评出十大人气项目.txt                  | 07科技 |  02经济  | 06法治 | 0.172302116945 | 04文化 |  0.158450312984  |
|                 【《】【艺术】三国多少事 都在舞台中.txt                 | 04文化 |  04文化  | 04文化 | 0.204982499045 | 01政治 |  0.127251246078  |
|                  【上市】东风柳汽“乘商并举”征战市场.txt                 | 02经济 |  02经济  | 06法治 | 0.285616741332 | 06法治 |  0.120745988004  |
|           [政治]【外交】【俞正声】俞正声访泰晤诗琳通等政要.txt          | 01政治 |  01政治  | 03国际 | 0.865574117117 | 03国际 | 0.0386484170919  |
|           [政治]【外交】【张德江】张德江晤多哥国民议会议长.txt          | 01政治 |  01政治  | 03国际 | 0.971993550741 | 03国际 | 0.00912951073681 |
|          [政治]【外交】【习近平】漫步亚非大街 重温万隆精神.txt          | 01政治 |  01政治  | 03国际 | 0.373438257638 | 03国际 |  0.139667522994  |
|                  【俄罗斯】捷克总统罚美大使“闭门羹”.txt                 | 03国际 |  03国际  | 03国际 | 0.401722127743 | 03国际 |  0.176357580382  |
|                  【演练】上海特种机动队持枪上路巡逻.txt                 | 09军事 |  08体育  | 01政治 | 0.146425977098 | 01政治 |  0.138283542691  |
|                   【丰田】混合动力汽车有望今年井喷.txt                  | 02经济 |  02经济  | 06法治 | 0.482153324499 | 06法治 | 0.0863808241883  |
|                 【博物馆】自然博物馆，对城市有何价值.txt                | 04文化 |  04文化  | 04文化 | 0.212159561442 | 03国际 |  0.134357234451  |
|                  “小眼镜”日趋增多 缺户外运动是主因.txt                  | 05社会 |  05社会  | 06法治 | 0.176118775287 | 01政治 |  0.131122581079  |
|                 【医疗】【医师】孩子学习困难为哪般？.txt                | 05社会 |  05社会  | 06法治 | 0.233941573573 | 01政治 |  0.135332817732  |
|                 【伊斯兰国】法恐袭：IS与“基地”合谋？.txt                | 03国际 |  03国际  | 03国际 | 0.208425924865 | 01政治 |  0.137414708564  |
|                 【科创】使创新驱动成为未来发展主动力.txt                | 07科技 |  01政治  | 03国际 | 0.211705494251 | 06法治 |  0.17754731448   |
|                     “足改”方案，让人想起了高红霞.txt                    | 08体育 |  08体育  | 01政治 | 0.573180339083 | 03国际 | 0.0673214920336  |
|              【举办】【活动】绿地超级梦想夏令营活动闭营.txt             | 04文化 |  08体育  | 01政治 | 0.248757955431 | 04文化 |  0.191371098943  |
|                   【人大】大场镇原人大主席行政撤职.txt                  | 01政治 |  06法治  | 01政治 | 0.389317661753 | 03国际 |  0.158937060932  |
|                【公务员】惩治懒政怠政，“紧箍咒”怎么念.txt               | 01政治 |  01政治  | 03国际 | 0.163050651079 | 01政治 |  0.154751011975  |
|                  [政治]【外交】我坚决维护钓鱼岛主权.txt                 | 01政治 |  01政治  | 03国际 | 0.479976783265 | 03国际 |  0.205103762516  |
|                 【习近平】正确处理一致性和多样性关系.txt                | 01政治 |  01政治  | 03国际 | 0.256378412461 | 04文化 |  0.130905277554  |
|                 【中央】中央机关培训费每人每天450元.txt                 | 01政治 |  01政治  | 03国际 | 0.153956914133 | 06法治 |  0.144028551531  |
|                        中国选手会有获奖这一天.txt                       | 08体育 |  08体育  | 01政治 | 0.359996637719 | 03国际 |  0.117205015606  |
|                【医生】“金字招牌”凝在个个愈合的伤疤中.txt               | 05社会 |  05社会  | 06法治 | 0.173044588247 | 03国际 |  0.132601669036  |
|                      【上市】【车】奇瑞新E3上市.txt                     | 02经济 |  02经济  | 06法治 | 0.39114073547  | 03国际 | 0.0991157895106  |
|                         “把我们从迷茫中点醒”.txt                        | 01政治 |  04文化  | 04文化 | 0.188883856231 | 03国际 |  0.147300352964  |
|                  【开幕】2015奥迪驾控汇冰雪体验开幕.txt                 | 04文化 |  02经济  | 06法治 | 0.227674985215 | 01政治 |  0.216262058421  |
|                【中外企业】欢迎更多企业在上海创新创造.txt               | 02经济 |  01政治  | 03国际 | 0.22011912617  | 06法治 |  0.195895700285  |
|                        新仿生时代，新丝绸之路.txt                       | 07科技 |  02经济  | 06法治 | 0.138036154248 | 03国际 |  0.129750924666  |
|                    【公开赛】高洁玉创历史获得冠军.txt                   | 08体育 |  08体育  | 01政治 | 0.52254343978  | 04文化 |  0.107957091714  |
|               【产学研】“双创”时代，大学如何履行新使命.txt              | 02经济 |  01政治  | 03国际 | 0.160163930852 | 06法治 |  0.15912565399   |
|                    【公开赛】上海青少年网球赛举行.txt                   | 08体育 |  08体育  | 01政治 | 0.929376305696 | 04文化 | 0.0207942911471  |
|                    【涉嫌】山西一日两省级领导被查.txt                   | 06法治 |  06法治  | 01政治 | 0.43201831684  | 03国际 |  0.141790309804  |
|        【医学科普】视网膜细胞膜特殊蛋白 数量异常增多致青光眼.txt        | 07科技 |  05社会  | 06法治 | 0.149036499716 | 01政治 |  0.131844921332  |
|                   【博物馆】上海国际自然保护周启动.txt                  | 04文化 |  04文化  | 04文化 | 0.220626583395 | 01政治 |  0.170553816382  |
|                         “阳光地下车站”将投用.txt                        | 05社会 |  04文化  | 04文化 | 0.188562563388 | 06法治 |  0.149199906511  |
|                【医生】抗埃新药让美患病医生“扛过来了”.txt               | 05社会 |  03国际  | 03国际 | 0.200186627874 | 06法治 |  0.139313547575  |
|             [政治]【外交】【李克强】李克强晤欧洲议会议长.txt            | 01政治 |  01政治  | 03国际 | 0.729059934284 | 03国际 | 0.0956705418117  |
|              【世锦赛】【体育】花滑世锦赛：邀您“大练冰”.txt             | 08体育 |  08体育  | 01政治 | 0.472582334434 | 04文化 |  0.126069466267  |
|             【体育】【网球】【李娜】李娜：我可以做得更好.txt            | 08体育 |  08体育  | 01政治 | 0.677657956174 | 03国际 | 0.0528207255056  |
|                【传感】穿戴“北斗找找”，带老人小孩回家.txt               | 07科技 |  02经济  | 06法治 | 0.168877227489 | 06法治 |  0.135740924825  |
|                 【MH17】荷兰称MH17黑匣子录音未遭篡改.txt                | 03国际 |  03国际  | 03国际 | 0.453661254578 | 03国际 | 0.0972642382515  |
|            【《】【书】上海税收稳中见长  上半年增长13.7%.txt            | 04文化 |  02经济  | 06法治 | 0.201103952024 | 01政治 |  0.137423295124  |
|                   【法西斯】军科院少将谈“六大显示”.txt                  | 09军事 |  01政治  | 03国际 | 0.233469929093 | 03国际 |  0.164616776319  |
|         【一带一路】【经济】适应贸易规则变化，唯有靠改革开放.txt        | 02经济 |  01政治  | 03国际 | 0.182353091019 | 06法治 |  0.176068688713  |
|                          一城双马，上海领跑.txt                         | 08体育 |  08体育  | 01政治 | 0.258532817511 | 04文化 |  0.128917812222  |
|                          【国家队】团结为王.txt                         | 08体育 |  08体育  | 01政治 | 0.345570010249 | 03国际 |  0.104868845701  |
|                    【SUV】东风日产新贵士星光闪耀.txt                    | 02经济 |  02经济  | 06法治 | 0.308856781614 | 06法治 |  0.113194650226  |
|                     【儿童】伦敦黑帮竟用儿童运毒.txt                    | 05社会 |  03国际  | 03国际 | 0.172143462328 | 01政治 |  0.146656670756  |
|         【国际】【美国】重返战场州，希拉里没否认考虑参选总统.txt        | 03国际 |  03国际  | 03国际 | 0.251563397209 | 03国际 |  0.151320698768  |
|                 【戏曲】“燃灯者”邹碧华将走上越剧舞台.txt                | 04文化 |  04文化  | 04文化 | 0.227152736028 | 01政治 |  0.135485791877  |
|        【一带一路】【经济】“必然像喀喇昆仑公路一样越走越宽广”.txt       | 02经济 |  01政治  | 03国际 | 0.312346882013 | 06法治 |  0.123999950473  |
|                    【《】【艺术】草书的技法与意境.txt                   | 04文化 |  04文化  | 04文化 | 0.164975815795 | 03国际 |  0.129150932509  |
|                   【健康】中青年健康人群无需服膏方.txt                  | 05社会 |  05社会  | 06法治 | 0.190561143098 | 04文化 |  0.141295777167  |
|                    “休战”仅数小时，基辅又变“战场”.txt                   | 03国际 |  03国际  | 03国际 | 0.445870475313 | 03国际 |  0.111243630013  |
|              【互联网经济】国企须做强核心技术品牌是关键.txt             | 02经济 |  02经济  | 06法治 | 0.197954564195 | 03国际 |  0.168343909182  |
|            【国际】【日本】【安倍晋三】日可能推迟增消费税.txt           | 03国际 |  03国际  | 03国际 | 0.399563257132 | 03国际 |  0.139057220776  |
|               【终端】云南文山：“就业扶贫”体系日臻完善.txt              | 07科技 |  01政治  | 03国际 | 0.146019797003 | 06法治 |  0.134267429987  |
|                  【伊朗】伊核谈判达成框架性解决方案.txt                 | 03国际 |  03国际  | 03国际 | 0.448868258636 | 03国际 |  0.120405721698  |
|                 【文化】【抗战】国台办发言人发表谈话.txt                | 09军事 |  01政治  | 03国际 | 0.437712156435 | 03国际 |  0.163597569951  |
|                  【90后】“娜”一天，你还是说出了再见.txt                 | 05社会 |  08体育  | 01政治 | 0.571151565549 | 04文化 | 0.0707958642573  |
|             [政治]【外交】【李克强】李克强晤南苏丹副总统.txt            | 01政治 |  01政治  | 03国际 | 0.703042679751 | 03国际 | 0.0649788119636  |
|                       我海警编队巡航钓鱼岛领海.txt                      | 09军事 |  01政治  | 03国际 | 0.367107974446 | 03国际 |  0.178369617317  |
|                  【古巴】古巴履约释囚，美拟投桃报李.txt                 | 03国际 |  03国际  | 03国际 | 0.514908966531 | 03国际 |  0.133701029448  |
|                 【文化】【抗战】《百团大战》今日公映.txt                | 09军事 |  04文化  | 04文化 | 0.154924526976 | 03国际 |  0.145706427206  |
|               【国际】【美国】美私企火箭升空6秒后爆炸.txt               | 03国际 |  03国际  | 03国际 | 0.181503510184 | 03国际 |  0.125392654601  |
|                      【罚款】每年200亿去哪儿了.txt                      | 06法治 |  06法治  | 01政治 | 0.194467862459 | 03国际 |  0.163656779709  |
|                    【上市】【车】哈弗H6Coupe上市.txt                    | 02经济 |  02经济  | 06法治 | 0.380897958585 | 06法治 |  0.111315459209  |
|                   【SUV】东风裕隆推出纳智捷荣耀版.txt                   | 02经济 |  02经济  | 06法治 | 0.325490377856 | 04文化 |  0.121707803094  |
|                    【公益】“创业五角场”公益秀启动.txt                   | 05社会 |  04文化  | 04文化 | 0.239263708609 | 06法治 |  0.185157545201  |
|                【习近平】未来5年我现有贫困人口全脱贫.txt                | 01政治 |  01政治  | 03国际 | 0.312421570217 | 06法治 |  0.132804032414  |
|               【交响乐团】不是看建筑，更像欣赏一件乐器.txt              | 04文化 |  04文化  | 04文化 | 0.202382089958 | 06法治 |  0.13021325225   |
|                           【足球】何以崛起.txt                          | 08体育 |  08体育  | 01政治 | 0.432471326375 | 03国际 | 0.0876329266804  |
|                      【中东】美在叙扶持的是谁？.txt                     | 03国际 |  03国际  | 03国际 | 0.391372083979 | 03国际 | 0.0993568101427  |
|                       【举办】【活动】短信集束.txt                      | 04文化 |  02经济  | 06法治 | 0.162617977704 | 04文化 |  0.147476513002  |
|                   【企业】一网晒尽政府企业失信信息.txt                  | 02经济 |  06法治  | 01政治 | 0.273604453109 | 03国际 |  0.136742475763  |
|                      3万元买来“减刑一条龙服务”.txt                      | 06法治 |  06法治  | 01政治 | 0.214919191536 | 03国际 |  0.128904927747  |
|                      【公园】嘉定哈密瓜公园开园.txt                     | 04文化 |  04文化  | 04文化 | 0.164424389971 | 01政治 |  0.138282638333  |
|                    【养老】基金系：被模仿，求超越.txt                   | 05社会 |  06法治  | 01政治 | 0.160137612415 | 06法治 |  0.152406915404  |
|                   【儿童】麦德龙中国食品安全大事记.txt                  | 05社会 |  02经济  | 06法治 | 0.173200352876 | 04文化 |  0.148319698192  |
|                    【人大】试点治理800家无证餐饮.txt                    | 01政治 |  01政治  | 03国际 | 0.23973595359  | 01政治 |  0.16621321685   |
+-------------------------------------------------------------------------+--------+----------+--------+----------------+--------+------------------+             precision    recall  f1-score   support

       01政治       0.62      0.97      0.76        58
       02经济       0.56      0.71      0.62        62
       03国际       0.70      0.91      0.79        53
       04文化       0.65      0.78      0.71        60
       05社会       0.84      0.50      0.63        64
       06法治       0.87      0.85      0.86        61
       07科技       0.00      0.00      0.00        32
       08体育       0.84      0.95      0.89        55
       09军事       0.00      0.00      0.00        25

avg / total       0.64      0.70      0.66       470
