+-------------------------------------------------------------------------+--------+----------+--------+--------------------+--------+-------------------+
|                                  文件名                                 | 原类名 | 预测类名 | 类别1  |       概率1        | 类别2  |       概率2       |
|                      【中医】肾结石究竟该怎么除.txt                     | 05社会 |  05社会  | 06法治 |  -0.269449621973   | 03国际 |  -0.762295717945  |
|               【军】【舰】美舰闯南海，我军予以监视警告.txt              | 09军事 |  01政治  | 03国际 |  -0.466286622612   | 03国际 |  -0.679038532315  |
|                   【亿元】复星2.1亿元参股“食之秘”.txt                   | 02经济 |  02经济  | 06法治 |  -0.266614122139   | 01政治 |  -0.640905770867  |
|                   【农民】浦东加速农村承包土地流转.txt                  | 05社会 |  05社会  | 06法治 |   0.513437063679   | 06法治 |  -0.488092341254  |
|                         “演讲风波”曝美以裂痕.txt                        | 03国际 |  03国际  | 03国际 |   0.497325239435   | 06法治 |  -0.809433780837  |
|             【举办】【活动】上海大众深入推广儿童出行安全.txt            | 04文化 |  05社会  | 06法治 |   0.442874909325   | 04文化 |  -0.548641576138  |
|                          发展核电和清洁能源.txt                         | 07科技 |  01政治  | 03国际 |   0.268403900833   | 06法治 |  -0.583602361899  |
|                             【展览】展览.txt                            | 04文化 |  04文化  | 04文化 |   0.763734605897   | 01政治 |  -0.911385536772  |
|                      优秀球员不是“树上长出来”的.txt                     | 08体育 |  08体育  | 01政治 |   0.542628408899   | 06法治 |  -0.732301800236  |
|                          五大豪门谁具冠军相.txt                         | 08体育 |  08体育  | 01政治 |   0.352189487839   | 06法治 |  -0.783989536297  |
|              【文化】【抗战】重温抗战时期 以笔为枪岁月.txt              | 09军事 |  09军事  | 03国际 |  -0.276575685739   | 03国际 |  -0.426749910022  |
|                      “话费劫客”侵入手机养生软件.txt                     | 05社会 |  07科技  | 07科技 |  -0.352518810045   | 06法治 |  -0.658106184452  |
|                   【公开赛】张宇璇击败刘畅收获冠军.txt                  | 08体育 |  08体育  | 01政治 |   1.02158926305    | 03国际 |  -0.642363133961  |
|              域名安全威胁国内网站国家域名保护锁呼之欲出.txt             | 07科技 |  02经济  | 06法治 |  -0.615656538467   | 03国际 |  -0.688835092148  |
|                       【《】【艺术】力量的源泉.txt                      | 04文化 |  04文化  | 04文化 |  -0.173059180674   | 01政治 |  -0.697826649172  |
|                         【武警】传输实时影像.txt                        | 09军事 |  09军事  | 03国际 |  -0.0108037143685  | 01政治 |  -0.729144499001  |
|                   【机器人】上交会评出十大人气项目.txt                  | 07科技 |  02经济  | 06法治 |   -0.41607863492   | 07科技 |  -0.512545851573  |
|                 【《】【艺术】三国多少事 都在舞台中.txt                 | 04文化 |  04文化  | 04文化 |  -0.201428070584   | 06法治 |  -0.691370837749  |
|                  【上市】东风柳汽“乘商并举”征战市场.txt                 | 02经济 |  02经济  | 06法治 |  -0.0208108335561  | 06法治 |  -0.634571204575  |
|           [政治]【外交】【俞正声】俞正声访泰晤诗琳通等政要.txt          | 01政治 |  01政治  | 03国际 |   1.29611463696    | 03国际 |  -0.820144755998  |
|           [政治]【外交】【张德江】张德江晤多哥国民议会议长.txt          | 01政治 |  01政治  | 03国际 |   1.29677962349    | 06法治 |  -0.969688677436  |
|          [政治]【外交】【习近平】漫步亚非大街 重温万隆精神.txt          | 01政治 |  01政治  | 03国际 |  0.0488208084068   | 03国际 |  -0.804087476502  |
|                  【俄罗斯】捷克总统罚美大使“闭门羹”.txt                 | 03国际 |  03国际  | 03国际 |   0.413186346118   | 03国际 |  -0.752257885753  |
|                  【演练】上海特种机动队持枪上路巡逻.txt                 | 09军事 |  05社会  | 06法治 |  -0.583822545074   | 01政治 |  -0.668156021264  |
|                   【丰田】混合动力汽车有望今年井喷.txt                  | 02经济 |  02经济  | 06法治 |   0.754466490257   | 06法治 |  -0.902991192105  |
|                 【博物馆】自然博物馆，对城市有何价值.txt                | 04文化 |  04文化  | 04文化 |  -0.239121501849   | 06法治 |  -0.665989633611  |
|                  “小眼镜”日趋增多 缺户外运动是主因.txt                  | 05社会 |  05社会  | 06法治 |  -0.136545137044   | 07科技 |   -0.70979706825  |
|                 【医疗】【医师】孩子学习困难为哪般？.txt                | 05社会 |  05社会  | 06法治 |   0.336339021656   | 04文化 |  -0.757074391738  |
|                 【伊斯兰国】法恐袭：IS与“基地”合谋？.txt                | 03国际 |  03国际  | 03国际 |   -0.50293016416   | 01政治 |  -0.538547755136  |
|                 【科创】使创新驱动成为未来发展主动力.txt                | 07科技 |  07科技  | 07科技 |  -0.434124702857   | 06法治 |  -0.464381135582  |
|                     “足改”方案，让人想起了高红霞.txt                    | 08体育 |  08体育  | 01政治 |   0.812511926075   | 01政治 |  -0.861101650302  |
|              【举办】【活动】绿地超级梦想夏令营活动闭营.txt             | 04文化 |  04文化  | 04文化 |  -0.218745270898   | 06法治 |  -0.641571464892  |
|                   【人大】大场镇原人大主席行政撤职.txt                  | 01政治 |  06法治  | 01政治 |   0.335057470214   | 03国际 |  -0.615235778754  |
|                【公务员】惩治懒政怠政，“紧箍咒”怎么念.txt               | 01政治 |  01政治  | 03国际 |  -0.514196963572   | 01政治 |  -0.572481348885  |
|                  [政治]【外交】我坚决维护钓鱼岛主权.txt                 | 01政治 |  01政治  | 03国际 |   0.29703623726    | 03国际 |  -0.706773207872  |
|                 【习近平】正确处理一致性和多样性关系.txt                | 01政治 |  01政治  | 03国际 |   -0.26213031651   | 04文化 |  -0.595321485336  |
|                 【中央】中央机关培训费每人每天450元.txt                 | 01政治 |  01政治  | 03国际 |  -0.573615423288   | 06法治 |  -0.669847766645  |
|                        中国选手会有获奖这一天.txt                       | 08体育 |  08体育  | 01政治 |  0.0184301524696   | 06法治 |  -0.726618775936  |
|                【医生】“金字招牌”凝在个个愈合的伤疤中.txt               | 05社会 |  05社会  | 06法治 |  -0.0786929374609  | 04文化 |  -0.788401045769  |
|                      【上市】【车】奇瑞新E3上市.txt                     | 02经济 |  02经济  | 06法治 |   0.430682611255   | 01政治 |  -0.774322469554  |
|                         “把我们从迷茫中点醒”.txt                        | 01政治 |  04文化  | 04文化 |   -0.22383728558   | 03国际 |  -0.685659458748  |
|                  【开幕】2015奥迪驾控汇冰雪体验开幕.txt                 | 04文化 |  02经济  | 06法治 |   -0.25969042325   | 01政治 |  -0.376537026862  |
|                【中外企业】欢迎更多企业在上海创新创造.txt               | 02经济 |  02经济  | 06法治 |  -0.237685029688   | 07科技 |  -0.418972212973  |
|                        新仿生时代，新丝绸之路.txt                       | 07科技 |  02经济  | 06法治 |  -0.654019201702   | 07科技 |  -0.654289645476  |
|                    【公开赛】高洁玉创历史获得冠军.txt                   | 08体育 |  08体育  | 01政治 |   0.530877400211   | 04文化 |  -0.564198583332  |
|               【产学研】“双创”时代，大学如何履行新使命.txt              | 02经济 |  05社会  | 06法治 |  -0.222937356587   | 04文化 |  -0.483115868092  |
|                    【公开赛】上海青少年网球赛举行.txt                   | 08体育 |  08体育  | 01政治 |    1.9860415017    | 06法治 |  -0.975351444963  |
|                    【涉嫌】山西一日两省级领导被查.txt                   | 06法治 |  06法治  | 01政治 |   0.528363811189   | 03国际 |   -0.81209310528  |
|        【医学科普】视网膜细胞膜特殊蛋白 数量异常增多致青光眼.txt        | 07科技 |  07科技  | 07科技 |  -0.357109382798   | 06法治 |  -0.478036713144  |
|                   【博物馆】上海国际自然保护周启动.txt                  | 04文化 |  04文化  | 04文化 |  -0.078848710303   | 01政治 |  -0.504691099502  |
|                         “阳光地下车站”将投用.txt                        | 05社会 |  04文化  | 04文化 |  -0.487790366546   | 07科技 |  -0.639430950592  |
|                【医生】抗埃新药让美患病医生“扛过来了”.txt               | 05社会 |  05社会  | 06法治 |  -0.431752019934   | 03国际 |  -0.482374726444  |
|             [政治]【外交】【李克强】李克强晤欧洲议会议长.txt            | 01政治 |  01政治  | 03国际 |   0.939848347549   | 03国际 |  -0.671649319285  |
|              【世锦赛】【体育】花滑世锦赛：邀您“大练冰”.txt             | 08体育 |  08体育  | 01政治 |   0.398369909443   | 04文化 |  -0.587745345919  |
|             【体育】【网球】【李娜】李娜：我可以做得更好.txt            | 08体育 |  08体育  | 01政治 |   0.624298850528   | 06法治 |  -0.817226388345  |
|                【传感】穿戴“北斗找找”，带老人小孩回家.txt               | 07科技 |  07科技  | 07科技 |  -0.475910446925   | 06法治 |  -0.548835343266  |
|                 【MH17】荷兰称MH17黑匣子录音未遭篡改.txt                | 03国际 |  03国际  | 03国际 |   0.220803538074   | 07科技 |  -0.794270151958  |
|            【《】【书】上海税收稳中见长  上半年增长13.7%.txt            | 04文化 |  02经济  | 06法治 |  0.0992395206559   | 06法治 |   -0.64542209174  |
|                   【法西斯】军科院少将谈“六大显示”.txt                  | 09军事 |  09军事  | 03国际 |  -0.248911050254   | 04文化 |  -0.618197890371  |
|         【一带一路】【经济】适应贸易规则变化，唯有靠改革开放.txt        | 02经济 |  02经济  | 06法治 |  -0.312170639847   | 03国际 |  -0.693575147636  |
|                          一城双马，上海领跑.txt                         | 08体育 |  08体育  | 01政治 |   -0.14711899098   | 06法治 |  -0.633335827826  |
|                          【国家队】团结为王.txt                         | 08体育 |  08体育  | 01政治 |  0.0325089273893   | 06法治 |  -0.815378008698  |
|                    【SUV】东风日产新贵士星光闪耀.txt                    | 02经济 |  02经济  | 06法治 |   0.222795931124   | 06法治 |   -0.75183871775  |
|                     【儿童】伦敦黑帮竟用儿童运毒.txt                    | 05社会 |  06法治  | 01政治 |  -0.525123728493   | 06法治 |  -0.556171113863  |
|         【国际】【美国】重返战场州，希拉里没否认考虑参选总统.txt        | 03国际 |  03国际  | 03国际 |  -0.0769167252002  | 04文化 |  -0.767725000443  |
|                 【戏曲】“燃灯者”邹碧华将走上越剧舞台.txt                | 04文化 |  04文化  | 04文化 |  0.00640803463183  | 01政治 |  -0.693067458498  |
|        【一带一路】【经济】“必然像喀喇昆仑公路一样越走越宽广”.txt       | 02经济 |  01政治  | 03国际 |  -0.166520174822   | 06法治 |   -0.70181412433  |
|                    【《】【艺术】草书的技法与意境.txt                   | 04文化 |  04文化  | 04文化 |  -0.373760542922   | 06法治 |  -0.629758116568  |
|                   【健康】中青年健康人群无需服膏方.txt                  | 05社会 |  05社会  | 06法治 |  -0.0549470917183  | 04文化 |  -0.671415280242  |
|                    “休战”仅数小时，基辅又变“战场”.txt                   | 03国际 |  03国际  | 03国际 |   0.370169771321   | 03国际 |  -0.880805760107  |
|              【互联网经济】国企须做强核心技术品牌是关键.txt             | 02经济 |  02经济  | 06法治 |  -0.372082581237   | 07科技 |   -0.62194880581  |
|            【国际】【日本】【安倍晋三】日可能推迟增消费税.txt           | 03国际 |  03国际  | 03国际 |  0.0594009310031   | 06法治 |  -0.817461941994  |
|               【终端】云南文山：“就业扶贫”体系日臻完善.txt              | 07科技 |  05社会  | 06法治 |  -0.598672858013   | 01政治 |   -0.71003024585  |
|                  【伊朗】伊核谈判达成框架性解决方案.txt                 | 03国际 |  03国际  | 03国际 |   0.520696545005   | 01政治 |  -0.814199177736  |
|                 【文化】【抗战】国台办发言人发表谈话.txt                | 09军事 |  01政治  | 03国际 |  -0.104862786128   | 03国际 |  -0.483735754185  |
|                  【90后】“娜”一天，你还是说出了再见.txt                 | 05社会 |  08体育  | 01政治 |   0.542661855815   | 04文化 |  -0.863800706915  |
|             [政治]【外交】【李克强】李克强晤南苏丹副总统.txt            | 01政治 |  01政治  | 03国际 |   0.610366010355   | 04文化 |  -0.890437055488  |
|                       我海警编队巡航钓鱼岛领海.txt                      | 09军事 |  01政治  | 03国际 |  -0.0964567732719  | 03国际 |  -0.576060898564  |
|                  【古巴】古巴履约释囚，美拟投桃报李.txt                 | 03国际 |  03国际  | 03国际 |   0.601133378041   | 03国际 |  -0.763730701839  |
|                 【文化】【抗战】《百团大战》今日公映.txt                | 09军事 |  09军事  | 03国际 |   -0.53356947283   | 04文化 |  -0.541417666746  |
|               【国际】【美国】美私企火箭升空6秒后爆炸.txt               | 03国际 |  03国际  | 03国际 |  -0.656746423895   | 06法治 |  -0.703671732708  |
|                      【罚款】每年200亿去哪儿了.txt                      | 06法治 |  06法治  | 01政治 |  -0.355247804476   | 04文化 |  -0.436669987038  |
|                    【上市】【车】哈弗H6Coupe上市.txt                    | 02经济 |  02经济  | 06法治 |   0.331535590712   | 06法治 |  -0.690826487952  |
|                   【SUV】东风裕隆推出纳智捷荣耀版.txt                   | 02经济 |  02经济  | 06法治 |   0.186701475495   | 04文化 |  -0.687419087894  |
|                    【公益】“创业五角场”公益秀启动.txt                   | 05社会 |  05社会  | 06法治 |   0.165750401392   | 04文化 |  0.00126406390235 |
|                【习近平】未来5年我现有贫困人口全脱贫.txt                | 01政治 |  01政治  | 03国际 |  0.0698340961372   | 06法治 |  -0.728270736961  |
|               【交响乐团】不是看建筑，更像欣赏一件乐器.txt              | 04文化 |  04文化  | 04文化 |  -0.198606667986   | 06法治 |  -0.759799675676  |
|                           【足球】何以崛起.txt                          | 08体育 |  08体育  | 01政治 |   0.39411895047    | 01政治 |  -0.863363962801  |
|                      【中东】美在叙扶持的是谁？.txt                     | 03国际 |  03国际  | 03国际 |   0.480198464185   | 06法治 |  -0.839773693048  |
|                       【举办】【活动】短信集束.txt                      | 04文化 |  02经济  | 06法治 |  -0.334986694476   | 06法治 |  -0.532678997055  |
|                   【企业】一网晒尽政府企业失信信息.txt                  | 02经济 |  06法治  | 01政治 |   0.106059151788   | 06法治 |   -0.60931430016  |
|                      3万元买来“减刑一条龙服务”.txt                      | 06法治 |  06法治  | 01政治 |  -0.134162763383   | 06法治 |  -0.721427228462  |
|                      【公园】嘉定哈密瓜公园开园.txt                     | 04文化 |  04文化  | 04文化 |  -0.464535222001   | 06法治 |  -0.553029113151  |
|                    【养老】基金系：被模仿，求超越.txt                   | 05社会 |  06法治  | 01政治 |  -0.384193552648   | 06法治 |  -0.623515641319  |
|                   【儿童】麦德龙中国食品安全大事记.txt                  | 05社会 |  02经济  | 06法治 |  -0.438535718414   | 06法治 |  -0.582692155092  |
|                    【人大】试点治理800家无证餐饮.txt                    | 01政治 |  01政治  | 03国际 |  -0.296569931878   | 01政治 |  -0.456863377971  |
+-------------------------------------------------------------------------+--------+----------+--------+--------------------+--------+-------------------+             precision    recall  f1-score   support

       01政治       0.82      0.86      0.84        58
       02经济       0.67      0.84      0.74        62
       03国际       0.81      0.91      0.86        53
       04文化       0.68      0.82      0.74        60
       05社会       0.68      0.67      0.68        64
       06法治       0.85      0.84      0.84        61
       07科技       0.85      0.34      0.49        32
       08体育       0.96      0.93      0.94        55
       09军事       0.82      0.36      0.50        25

avg / total       0.78      0.77      0.77       470
